Make,Model,Software,HostComputer,LensSpecification,LensMake,LensModel
SONY,DSC-RX100,DSC-RX100 v1.00,,10.4-37.1mm f/1.8-4.9,,
SONY,DSC-RX100M2,DSC-RX100M2 v1.00,,10.4-37.1mm f/1.8-4.9,,10.4-37.1 mm f/1.8-4.9
SONY,DSC-RX100M3,DSC-RX100M3 v1.00,,8.8-25.7mm f/1.8-2.8,,
SONY,DSC-RX100M4,DSC-RX100M4 v1.10,,8.8-25.7mm f/1.8-2.8,,
SONY,DSC-RX100M5,DSC-RX100M5 v1.00,,8.8-25.7mm f/1.8-2.8,,8.8-25.7 mm f/1.8-2.8
SONY,DSC-RX100M5A,DSC-RX100M5A v1.00,,8.8-25.7mm f/1.8-2.8,,
SONY,DSC-RX100M6,DSC-RX100M6 v1.00,,9-72mm f/2.8-4.5,,
SONY,DSC-RX100M7,DSC-RX100M7 v1.00,,9-72mm f/2.8-4.5,,
SONY,DSC-RX10M2,DSC-RX10M2 v1.00,,8.8-73.3mm f/2.8,,
SONY,DSC-RX10M3,DSC-RX10M3 v1.00,,8.8-220mm f/2.4-4,,
SONY,DSC-RX10M4,DSC-RX10M4 v1.00,,8.8-220mm f/2.4-4,,
SONY,DSC-RX1R,DSC-RX1R v1.00,,35mm f/2,,35.0 mm f/2.0
SONY,DSC-RX1RM2,DSC-RX1RM2 v1.00,,35mm f/2,,
SONY,DSC-S1900,,,,,
SONY,DSC-S2000,,,,,
SONY,DSC-S2100,,,,,
SONY,CYBERSHOT,,,,,
SONY,DSC-S3000,,,,,
SONY,DSC-S40,,,,,
SONY,DSC-S45,,,,,
SONY,CYBERSHOT,,,,,
SONY,DSC-S500,,,,,
SONY,DSC-S5000,,,,,
SONY,DSC-S60,,,,,
SONY,DSC-S600,,,,,
SONY,DSC-S650,,,,,
SONY,CYBERSHOT,,,,,
SONY,DSC-S700,,,,,
SONY,DSC-S730,,,,,
SONY,CYBERSHOT,,,,,
SONY,DSC-S750,,,,,
SONY,DSC-S780,,,,,
SONY,DSC-S80,,,,,
SONY,DSC-S800,,,,,
SONY,CYBERSHOT,,,,,
SONY,DSC-S90,,,,,
SONY,DSC-S930,,,,,
SONY,DSC-S950,,,,,
SONY,DSC-S980,,,,,
SONY,DSC-ST80,,,,,
SONY,DSC-T00,,,,,
SONY,DSC-T1,,,,,
SONY,DSC-T10,,,,,
SONY,DSC-T100,,,,,
SONY,DSC-T11,,,,,
SONY,DSC-T110,,,,,
SONY,DSC-T2,,,,,
SONY,DSC-T20,,,,,
SONY,DSC-T200,,,,,
SONY,DSC-T25,,,,,
SONY,DSC-T3,,,,,
SONY,DSC-T30,,,,,
SONY,DSC-T300,,,,,
SONY,DSC-T33,,,,,
SONY,DSC-T5,,,,,
SONY,DSC-T50,,,,,
SONY,DSC-T500,,,,,
SONY,DSC-T7,,,,,
SONY,DSC-T70,,,,,
SONY,DSC-T700,,,,,
SONY,DSC-T75,,,,,
SONY,DSC-T77,,,,,
SONY,DSC-T9,,,,,
SONY,DSC-T90,,,,,
SONY,DSC-T900,,,,,
SONY,DSC-T99,,,,,
SONY,DSC-TF1,,,,,
SONY,DSC-TX1,,,,,
SONY,DSC-TX10,,,4.43-17.7mm f/3.5-4.6,,
SONY,DSC-TX100,,,4.43-17.7mm f/3.5-4.6,,
SONY,DSC-TX100V,,,4.43-17.7mm f/3.5-4.6,,
SONY,DSC-TX20,,,4.43-17.7mm f/3.5-4.6,,
SONY,DSC-TX200V,DSC-TX200V v1.00,,4.7-23.5mm f/3.5-4.8,,
SONY,DSC-TX30,DSC-TX30 v1.00,,4.7-23.5mm f/3.5-4.8,,
SONY,DSC-TX300V,DSC-TX300V v1.00,,4.7-23.5mm f/3.5-4.8,,
SONY,DSC-TX5,,,,,
SONY,DSC-TX55,,,4.7-23.5mm f/3.5-4.8,,
SONY,DSC-TX66,DSC-TX66 v1.00,,4.7-23.5mm f/3.5-4.8,,
SONY,DSC-TX7,,,,,
SONY,DSC-TX9,,,,,
SONY,CYBERSHOT U,,,,,
SONY,CYBERSHOT U,,,,,
SONY,DSC-U30,,,,,
SONY,DSC-U40,,,,,
SONY,DSC-U50,,,,,
SONY,DSC-U60,,,,,
SONY,DSC-V1,,,,,
SONY,DSC-V3,,,,,
SONY,DSC-W1,,,,,
SONY,DSC-W100,,,,,
SONY,DSC-W110,,,,,
SONY,DSC-W115,,,,,
SONY,DSC-W12,,,,,
SONY,DSC-W120,,,,,
SONY,DSC-W125,,,,,
SONY,DSC-W130,,,,,
SONY,DSC-W15,,,,,
SONY,DSC-W150,,,,,
SONY,DSC-W17,,,,,
SONY,DSC-W170,,,,,
SONY,DSC-W180,,,,,
SONY,DSC-W190,,,,,
SONY,DSC-W200,,,,,
SONY,DSC-W210,,,,,
SONY,DSC-W215,,,,,
SONY,DSC-W220,,,,,
SONY,DSC-W230,,,,,
SONY,DSC-W270,,,,,
SONY,DSC-W275,,,,,
SONY,DSC-W290,,,,,
SONY,DSC-W30,,,,,
SONY,DSC-W300,,,,,
SONY,DSC-W310,,,,,
SONY,DSC-W320,,,,,
SONY,DSC-W330,,,,,
SONY,DSC-W35,,,,,
SONY,DSC-W350,,,,,
SONY,DSC-W360,,,,,
SONY,DSC-W370,"  1.1800",,,,
SONY,DSC-W380,,,,,
SONY,DSC-W390,,,,,
SONY,DSC-W40,,,,,
SONY,DSC-W5,,,,,
SONY,DSC-W50,,,,,
SONY,DSC-W510,"  1.0700",,,,
SONY,DSC-W530,,,,,
SONY,DSC-W55,,,,,
SONY,DSC-W560,,,,,
SONY,DSC-W570,,,,,
SONY,DSC-W610,,,,,
SONY,DSC-W620,,,,,
SONY,DSC-W650,,,,,
SONY,DSC-W690,,,,,
SONY,DSC-W7,,,,,
SONY,DSC-W70,,,,,
SONY,DSC-W710,,,,,
SONY,DSC-W730,,,,,
SONY,DSC-W80,,,,,
SONY,DSC-W800,"  1.0200",,,,
SONY,DSC-W810,"  1.0100",,,,
SONY,DSC-W830,,,,,
SONY,DSC-W85,,,,,
SONY,DSC-W90,,,,,
SONY,DSC-WX1,,,,,
SONY,DSC-WX10,,,4.28-29.97mm f/2.4-5.9,,
SONY,DSC-WX100,DSC-WX100 v1.00,,4.45-44.5mm f/3.3-5.9,,
SONY,DSC-WX150,DSC-WX150 v1.00,,4.45-44.5mm f/3.3-5.9,,
SONY,DSC-WX200,DSC-WX200 v1.00,,4.45-44.5mm f/3.3-5.9,,
SONY,DSC-WX220,DSC-WX220 v1.00,,4.45-44.5mm f/3.3-5.9,,
SONY,DSC-WX30,,,4.5-22.5mm f/2.6-6.3,,
SONY,DSC-WX300,DSC-WX300 v1.00,,4.3-86mm f/3.5-6.5,,
SONY,DSC-WX350,DSC-WX350 v1.00,,4.3-86mm f/3.5-6.5,,
SONY,DSC-WX5,,,,,
SONY,DSC-WX50,DSC-WX50 v1.01,,4.5-22.5mm f/2.6-6.3,,
SONY,DSC-WX500,DSC-WX500 v1.00,,4.1-123mm f/3.5-6.4,,
SONY,DSC-WX60,DSC-WX60 v1.00,,4.5-36mm f/3.3-6.3,,
SONY,DSC-WX7,,,4.5-22.5mm f/2.6-6.3,,
SONY,DSC-WX70,DSC-WX70 v1.01,,4.5-22.5mm f/2.6-6.3,,
SONY,DSC-WX80,DSC-WX80 v1.00,,4.5-36mm f/3.3-6.3,,
SONY,DSC-WX9,,,4.5-22.5mm f/2.6-6.3,,
SONY,DSLR-A100,DSLR-A100 v1.00,,,,
SONY,DSLR-A200,DSLR-A200 v01,,,,
SONY,DSLR-A230,DSLR-A230 v1.00,,,,
SONY,DSLR-A290,DSLR-A290 v1.00,,,,
SONY,DSLR-A300,DSLR-A300 v1.00,,,,
SONY,DSLR-A330,DSLR-A330 v1.00,,,,
SONY,DSLR-A350,DSLR-A350 v1.00,,,,
SONY,DSLR-A380,DSLR-A380 v1.00,,,,
SONY,DSLR-A390,DSLR-A390 v1.00,,,,
SONY,DSLR-A450,DSLR-A450 v1.00,,,,
SONY,DSLR-A500,DSLR-A500 v1.00,,,,
SONY,DSLR-A550,DSLR-A550 v1.00,,,,
SONY,DSLR-A560,DSLR-A560 v1.00,,18-55mm f/3.5-5.6,,DT 18-55mm F3.5-5.6 SAM
SONY,DSLR-A580,DSLR-A580 v1.11,,100-300mm f/4.5-5.6,,100-300mm F4.5-5.6
SONY,DSLR-A700,DSLR-A700 v02,,,,
SONY,DSLR-A850,DSLR-A850 v1.00,,,,
SONY,DSLR-A900,DSLR-A900 v1.00,,,,
SONY,DSR-250P,,,,,
SONY,DSR-PD150,,,,,
SONY,DSR-PD150P,,,,,
SONY,DSR-PD170P,QuickTime 6.5,Mac OS X 10.3.2,,,
SONY,DSR-PD175P,,,,,
SONY,DSR-PD190P,,,,,
SONY,DSR-PDX10,,,,,
SONY,DSR-PDX10P,,,,,
SONY,DVgate Still,DVgate Still Version 2.00,,,,
SONY,FDR-X1000V,FDR-X1000V v1.10,,2.8mm f/2.8,,
SONY,FDR-X3000,FDR-X3000 v1.00,,2.6mm f/2.8,,
SONY,GV-D1000,,,,,
SONY,HANDYCAM,,,,,
SONY,HDR-AS10,HDR-AS10 v2.00,,2.5mm f/2.8,,
SONY,HDR-AS15,HDR-AS15 v1.03,,2.5mm f/1.8,,
SONY,HDR-AS20,HDR-AS20 v1.00,,2.5mm f/2.8,,
SONY,HDR-AS200V,HDR-AS200V v1.00,,2.8mm f/2.8,,
SONY,HDR-AS300,HDR-AS300 v1.00,,2.6mm f/2.8,,
SONY,HDR-AS30V,HDR-AS30V v2.00,,2.5mm f/2.8,,
SONY,HDR-AX2000E,,,,,
SONY,HDR-CX100,,,,,
SONY,HDR-CX100E,,,,,
SONY,HDR-CX105E,,,,,
SONY,HDR-CX110E,,,,,
SONY,HDR-CX12,,,,,
SONY,HDR-CX12E,,,,,
SONY,HDR-CX130E,,,?mm f/1.8-3.4,,
SONY,HDR-CX150E,,,,,
SONY,HDR-CX160E,,,?mm f/1.8-3.4,,
SONY,HDR-CX350E,,,,,
SONY,HDR-CX360,,,?mm f/1.8-3.4,,
SONY,HDR-CX360E,PhotoScape,,?mm f/1.8-3.4,,
SONY,HDR-CX500E,,,,,
SONY,HDR-CX520E,,,,,
SONY,HDR-CX550E,,,,,
SONY,HDR-CX560E,,,?mm f/1.8-3.4,,
SONY,HDR-CX6EK,,,,,
SONY,HDR-CX700E,,,?mm f/1.8-3.4,,
SONY,HDR-CX7EK,,,,,
SONY,HDR-FX7E,,,,,
SONY,HDR-HC1,,,,,
SONY,HDR-HC1E,,,,,
SONY,HDR-HC3,,,,,
SONY,HDR-HC3E,,,,,
SONY,HDR-HC5,,,,,
SONY,HDR-HC5E,,,,,
SONY,HDR-HC7,,,,,
SONY,HDR-HC7E,,,,,
SONY,HDR-HC9,,,,,
SONY,HDR-HC9E,,,,,
SONY,HDR-PJ10E,,,?mm f/1.8-3.4,,
SONY,HDR-PJ30E,,,?mm f/1.8-3.4,,
SONY,HDR-SR1,,,,,
SONY,HDR-SR10E,,,,,
SONY,HDR-SR11,picnik.com,,,,
SONY,HDR-SR11E,,,,,
SONY,HDR-SR12,,,,,
SONY,HDR-SR12E,,,,,
SONY,HDR-SR1E,,,,,
SONY,HDR-SR5,,,,,
SONY,HDR-SR5E,,,,,
SONY,HDR-SR7,,,,,
SONY,HDR-SR7E,,,,,
SONY,HDR-SR8E,Picture Motion Browser,,,,
SONY,HDR-TG1,,,,,
SONY,HDR-TG1E,,,,,
SONY,HDR-TG3E,,,,,
SONY,HDR-TG5E,,,,,
SONY,HDR-UX10E,,,,,
SONY,HDR-UX1E,,,,,
SONY,HDR-UX20,,,,,
SONY,HDR-UX20E,,,,,
SONY,HDR-UX3E,,,,,
SONY,HDR-UX5E,,,,,
SONY,HDR-UX7E,,,,,
SONY,HDR-XR100E,,,,,
SONY,HDR-XR105E,,,,,
SONY,HDR-XR106E,,,,,
SONY,HDR-XR150E,,,,,
SONY,HDR-XR200E,,,,,
SONY,HDR-XR350E,,,,,
SONY,HDR-XR500E,,,,,
SONY,HDR-XR500V,,,,,
SONY,HDR-XR500VE,,,,,
SONY,HDR-XR520,,,,,
SONY,HDR-XR520E,,,,,
SONY,HDR-XR520V,picnik.com,,,,
SONY,HDR-XR520VE,,,,,
SONY,HDR-XR550,,,,,
SONY,HVR-A1E,,,,,
SONY,HVR-A1U,,,,,
SONY,HVR-HD1000E,,,,,
SONY,HVR-V1E,,,,,
,,,,,,
SONY,HVR-Z5E,,,,,
SONY,HVR-Z7E,,,,,
SONY,HXR-MC1500P,,,,,
SONY,ILCA-68,ILCA-68 v1.00,,18-55mm f/3.5-5.6,,DT 18-55mm F3.5-5.6 SAM II
SONY,ILCA-77M2,ILCA-77M2 v1.00,,16-50mm f/2.8,,DT 16-50mm F2.8 SSM
SONY,ILCA-99M2,ILCA-99M2 v1.00,,24-70mm f/2.8,,24-70mm F2.8 ZA SSM II
SONY,ILCE-1,ILCE-1 v1.00,,24-105mm f/4,,FE 24-105mm F4 G OSS
SONY,ILCE-3000,ILCE-3000 v1.00,,18-55mm f/3.5-5.6,,E 18-55mm F3.5-5.6 OSS
SONY,ILCE-3500,ILCE-3500 v1.01,,55-210mm f/4.5-6.3,,E 55-210mm F4.5-6.3 OSS
SONY,ILCE-5000,ILCE-5000 v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SONY,ILCE-5100,ILCE-5100 v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SONY,ILCE-6000,ILCE-6000 v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SONY,ILCE-6100,ILCE-6100 v1.00,,70-350mm f/4.5-6.3,,E 70-350mm F4.5-6.3 G OSS
SONY,ILCE-6300,ILCE-6300 v1.00,,24-70mm f/2.8,,FE 24-70mm F2.8 GM
SONY,ILCE-6400,ILCE-6400 v1.00,,24mm f/1.8,,E 24mm F1.8 ZA
SONY,ILCE-6500,ILCE-6500 v1.00,,70-200mm f/2.8,,FE 70-200mm F2.8 GM OSS
SONY,ILCE-6600,ILCE-6600 v1.00,,16-55mm f/2.8,,E 16-55mm F2.8 G
SONY,ILCE-7,ILCE-7 v0.01,,28-70mm f/3.5-5.6,,FE 28-70mm F3.5-5.6 OSS
SONY,ILCE-7C,ILCE-7C v1.00,,55mm f/1.8,,FE 55mm F1.8 ZA
SONY,ILCE-7M2,ILCE-7M2 v2.00,,90mm f/2.8,,FE 90mm F2.8 Macro G OSS
SONY,ILCE-7M3,ILCE-7M3 v1.00,,24-105mm f/4,,FE 24-105mm F4 G OSS
SONY,ILCE-7R,ILCE-7R v0.01,,24mm f/2,,24mm F2 ZA SSM
SONY,ILCE-7RM2,ILCE-7RM2 v1.00,,24-70mm f/4,,FE 24-70mm F4 ZA OSS
SONY,ILCE-7RM3,ILCE-7RM3 v0.01,,24-105mm f/4,,FE 24-105mm F4 G OSS
SONY,ILCE-7RM4,ILCE-7RM4 v1.00,,90mm f/2.8,,FE 90mm F2.8 Macro G OSS
SONY,ILCE-7S,ILCE-7S v0.01,,35mm f/2.8,,FE 35mm F2.8 ZA
SONY,ILCE-7SM2,ILCE-7SM2 v1.00,,55mm f/1.8,,FE 55mm F1.8 ZA
SONY,ILCE-7SM3,ILCE-7SM3 v1.01,,24-70mm f/2.8,,FE 24-70mm F2.8 GM
SONY,ILCE-9,ILCE-9 v0.01,,24-70mm f/2.8,,FE 24-70mm F2.8 GM
SONY,ILCE-QX1,ILCE-QX1 v1.00,,16-70mm f/4,,E 16-70mm F4 ZA OSS
SONY,MHS-CM1,1.05,,,,
SONY,MHS-CM5,,,,,
SONY,MHS-PM1,1.03,,,,
SONY,MHS-PM5,,,,,
SONY,MHS-TS20,,,,,
SONY,MAVICA,,,,,
SONY,SONY,,,,,
SONY,CD MAVICA,,,,,
SONY,SONY,,,,,
SONY,MVC-CD350,,,,,
SONY,CD MAVICA,,,,,
SONY,MVC-CD500,,,,,
SONY,FDMAVICA,,,,,
SONY,FDMAVICA,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
SONY,FDMAVICA,,,,,
,,,,,,
SONY,FDMAVICA,,,,,
SONY,NEX-3,NEX-3 v1.01,,100-300mm f/4.5-5.6,,100-300mm F4.5-5.6
SONY,NEX-3N,NEX-3N v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SONY,NEX-5,NEX-5 v1.00,,100-300mm f/4.5-5.6,,100-300mm F4.5-5.6
SONY,NEX-5N,NEX-5N v1.00,,18-55mm f/3.5-5.6,,E 18-55mm F3.5-5.6 OSS
SONY,NEX-5T,NEX-5T v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SONY,NEX-6,NEX-6 v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SONY,NEX-7,NEX-7 v1.00,,100-300mm f/4.5-5.6,,100-300mm F4.5-5.6
SONY,NEX-C3,NEX-C3 Ver.01,,18-55mm f/3.5-5.6,,E 18-55mm F3.5-5.6 OSS
SONY,NEX-F3,NEX-F3 v1.00,,100-300mm f/4.5-5.6,,100-300mm F4.5-5.6
SONY,NEX-VG10E,NEX-VG10E Ver.01,,18-200mm f/3.5-6.3,,E 18-200mm F3.5-6.3 OSS
SONY,NEX-VG20E,,,18-200mm f/3.5-6.3,,E 18-200mm F3.5-6.3 OSS
SONY,NEX-VG30E,NEX-VG30E v1.00,,18-200mm f/3.5-6.3,,E PZ 18-200mm F3.5-6.3 OSS
SONY,NEX-VG900,NEX-VG900 v1.00,,,,----
SONY,NSC-GC1,,,,,
Sony Computer Entertainment Inc.,PSP-300,Camera for PSP(TM) (PlayStation(R)Portable) ver 1.00,,,,
SONY,SLT-A33,SLT-A33 v1.10,,100-300mm f/4.5-5.6,,100-300mm F4.5-5.6
SONY,SLT-A35,SLT-A35 v1.00,,18-55mm f/3.5-5.6,,DT 18-55mm F3.5-5.6 SAM
SONY,SLT-A37,SLT-A37 v1.01,,24-70mm f/2.8,,24-70mm F2.8 ZA SSM
SONY,SLT-A55,SLT-A55 v2.00,,35mm f/1.8,,DT 35mm F1.8 SAM
SONY,SLT-A55V,SLT-A55V v1.00,,16-105mm f/3.5-5.6,,DT 16-105mm F3.5-5.6
SONY,SLT-A57,SLT-A57 v1.01,,18-55mm f/3.5-5.6,,DT 18-55mm F3.5-5.6 SAM
SONY,SLT-A58,SLT-A58 v1.00,,24-70mm f/2.8,,24-70mm F2.8 ZA SSM
SONY,SLT-A65,SLT-A65 v1.00,,18-55mm f/3.5-5.6,,DT 18-55mm F3.5-5.6 SAM
SONY,SLT-A65V,SLT-A65V v1.00,,18-55mm f/3.5-5.6,,DT 18-55mm F3.5-5.6 SAM
SONY,SLT-A77,SLT-A77 v1.02,,70-200mm f/2.8,,70-200mm F2.8 G
SONY,SLT-A77V,SLT-A77V v0.58,,16-35mm f/2.8,,16-35mm F2.8 ZA SSM
SONY,SLT-A99,SLT-A99 v0.90,,135mm f/1.8,,135mm F1.8 ZA
SONY,SLT-A99V,SLT-A99V v1.00,,24-70mm f/2.8,,24-70mm F2.8 ZA SSM
SONY,ZV-1,ZV-1 v1.00,,9.4-25.7mm f/1.8-2.8,,
SONY,ZV-E10,ZV-E10 v1.00,,16-50mm f/3.5-5.6,,E PZ 16-50mm F3.5-5.6 OSS
SEMC,X10i,,,,,
Sony Ericsson,C510,R1FA035     prg1212-2395_GENERIC_KT 00.00,,,,
Sony,C5303,12.1.A.1.205_58_a002,,,,
Sony,C6502,10.1.1.A.1.253_3_f600,,,,
Sony,C6603,10.1.A.1.350_3_f510,,,,
Sony,C6833,Pixlr,,,,
Sony,C6902,14.3.A.0.681_9_f800,,,,
Sony,C6903,14.1.G.1.518_9_f200,,,,
Sony Ericsson,C901,R1FA035     prg1212-2029_GENERIC_FI 00.00,,,,
Sony Ericsson,C902,R3CA033     prg12041731_GENERIC_AO 00.00,,,,
Sony Ericsson,C902c,R3DA028     prg12041731_GENERIC_AO 00.00,,,,
Sony Ericsson,C905,R1BA038     prg1205-9079_GENERIC_SI 00.00,,,,
Sony,D5503,GIMP 2.6.11,,,,
Sony,D5833,23.0.1.A.5.77_6_f100000f,,,,
Sony,D6503,17.1.A.2.55_9_f300,,,,
Sony,D6603,23.0.A.2.93_6_f100000d,,,,
Sony,D6653,23.0.1.A.5.77_6_f100000f,,,,
Sony Ericsson,D750i,R1J002      prgCXC125952_EU_1_CL 0.0,,,,
Sony Ericsson,E10i,1.1.A.0.8_12307,,,,
Sony,E2306,Snapseed 2.0,,,,
Sony,E5823,Snapseed 2.0,,,,
Sony,E6653,32.0.A.4.11_0_f400,,,,
Sony,E6853,32.1.A.1.163_0_f500,,,,
SONY ERICSSON,SONY ERICSSON P1i,,,,,
SONY ERICSSON,SONY ERICSSON P900,,,,,
SONY ERICSSON,SONY ERICSSON P990i,,,,,
SONY ERICSSON,SONY ERICSSON W205,,,,,
Sony Ericsson,w790i,R8BF003     prgCXC1250477_GENERIC_E 0.0,,,,
SONY ERICSSON,SONY ERICSSON W960i,,,,,
New_MSM,Sony Ericsson Aspen,M7500BSAAAAAAD3050,,,,
Sony Ericsson,C510,R1FA035     prg1212-2395_GENERIC_KT 00.00,,,,
Sony Ericsson,C702,R3DA031     prg12049289_GENERIC_NG 00.00,,,,
Sony Ericsson,C901,R1FA035     prg1212-2029_GENERIC_FI 00.00,,,,
Sony Ericsson,C902c,R3DA028     prg12041731_GENERIC_AO 00.00,,,,
Sony Ericsson,C903,R1GA026     prg1214-6139_GENERIC_FR 00.00,,,,
Sony Ericsson,E10i,1.1.A.0.8_12307,,,,
Sony Ericsson,E15i,PMB,,,,
Sony Ericsson,F100i,R1GA026     prg1223-0565_GENERIC_BO 00.00,,,,
Sony Ericsson,F305,R1EA012 12079123_GENERIC_HS_YG,,,,
Sony Ericsson,G502,R1FA031     prg12038254_GENERIC_EM 00.00,,,,
SONY ERICSSON,SONY ERICSSON G700,,,,,
Sony Ericsson,G705,R1FA035     prg1208-4726_GENERIC_KM 00.00,,,,
SONY ERICSSON,SONY ERICSSON G900,,,,,
Sony Ericsson,J10i2,,,,,
Sony Ericsson,J20i,,,,,
Sony Ericsson,K300i,R1AB013     prgCXC1250046_EU_1_VI  6.2,,,,
Sony Ericsson,K320i,R4GC012     prgCXC1250682_GENERIC_M 4.0,,,,
Sony Ericsson,K530c,R8BA024     prgCXC1251059_CHINA_NS 0.0,,,,
Sony Ericsson,K550c,R1JD001     prgCXC1250670_CHINA_LI 0.0,,,,
Sony Ericsson,K630i,R1EA030     prg12004911_GENERIC_JI 00.00,,,,
Sony Ericsson,K660i,R1EA030     prg12049286_GENERIC_CE 00.00,,,,
Sony Ericsson,K700,R1JG001     prgCXC1250477_GENERIC_E 0.0,,,,
Sony Ericsson,K750i,R1AA008     prgCXC125952_EU_1_CL 4.5,,,,
Sony Ericsson,LT15i,4.0.2.A.0.62_2d_f200,,,,
Sony Ericsson,LT18i,4.1.A.0.562_2d_f200,,,,
Sony Ericsson,LT26i,Snapseed 1.5,,,,
SONY ERICSSON,SONY ERICSSON M600i,,,,,
SONY ERICSSON,SONY ERICSSON p910a,,,,,
SONY ERICSSON,SONY ERICSSON p910i,,,,,
Sony Ericsson,S302,"EI,A14: 091008 1957",,,,
Sony Ericsson,S312,R1FB001 12175428_GENERIC_HS_AT,,,,
Sony Ericsson,SK17i,4.1.B.0.587_2d_f100,,,,
Sony Ericsson,T707,R1FA035     prg1217-3360_GENERIC_ET 00.00,,,,
Sony Ericsson,T715,R1HA035     prg1220-1425_GENERIC_AM 00.00,,,,
Sony Ericsson,U100i,R1BA044     prg1224-6530_GENERIC_FA,,,,
Sony Ericsson,U10i,R7AA077     prg1223-3004_GENERIC_RA d:180.3 f:46 h:43,,,,
Sony Ericsson,U1i,"1218-9500_R1BB041
06-10-09

",,,,
Sony Ericsson,U20i,1.1.A.0.8_12307,,,,
Sony Ericsson,U5i,"1224-4699_R2AK006
18-02-10

",,,,
Sony Ericsson,U8i,"1232-0380_R2CA024
13-04-10

",,,,
Sony Ericsson,V640i,R1CA029     prg12004926_VODAFONE_JI 01.06,,,,
SONY ERICSSON,SONY ERICSSON W205,,,,,
Sony Ericsson,W20i,,,,,
Sony Ericsson,W302,"EK,A04: 240209 1002",,,,
Sony Ericsson,W350a,R11BA004    prg1205-7398_CINGULAR_J 0.0,,,,
Sony Ericsson,W350i,R11BA004    prg1205-7398_CINGULAR_J 0.0,,,,
Sony Ericsson,W380a,R10CA001    prg1201-4421_GENERIC_LE 0.0,,,,
Sony Ericsson,W380i,R10CA001    prg1201-4421_GENERIC_LE 0.0,,,,
Sony Ericsson,W395,R1FA012 12175563_GENERIC_HS_YO,,,,
Sony Ericsson,W508,R1FA035     prg1216-7630_GENERIC_BR 00.00,,,,
Sony Ericsson,W580c,R6CA009     prgCXC1250583_GENERIC_M 2.0,,,,
Sony Ericsson,W595,R3EA037     prg12055129_GENERIC_LD 00.00,,,,
Sony Ericsson,W610c,R1KG001     prgCXC1250747_GENERIC_N 0.0,,,,
Sony Ericsson,W660i,R8BB001     prgCXC1250446_GENERIC_F 0.0,,,,
Sony Ericsson,W705,R1FA035     prg1211-9608_GENERIC_RK 00.00,,,,
Sony Ericsson,W715,R1GA026     prg1217-2245_VODAFONE_NR 00.00,,,,
Sony Ericsson,W760i,R3CA038     prg12023592_GENERIC_DE 00.00,,,,
Sony Ericsson,W830i,R1KG001     prgCXC1250705_GENERIC_E 0.0,,,,
Sony Ericsson,W888c,R1JG001     prgCXC1250784_CHINA_AG 0.0,,,,
Sony Ericsson,W902,R3DA026     prg12067421_GENERIC_PT 00.00,,,,
Sony Ericsson,W908c,R1EA030     prg12046854_CHINA_ER 00.00,,,,
Sony Ericsson,W910i,R1FA035     prg12009123_GENERIC_SH 00.00,,,,
SONY ERICSSON,SONY ERICSSON W950i,,,,,
Sony Ericsson,W980,Paint.NET v3.36,,,,
Sony Ericsson,W995,R1EA028     prg1215-7995_GENERIC_HI 00.00,,,,
Sony Ericsson,XPERIA X2,XPERIA X2,,,,
Sony Ericsson,XPeria X10,R8BF003     prgCXC1250210_GENERIC_W 0.0,,,,
Sony Ericsson,Z310i,R1JC002     prgCXC1250594_GENERIC_A 0.0,,,,
Sony Ericsson,Z555i,R9BB001     prg1202-6764_GENERIC_MG 0.0,,,,
Sony Ericsson,Z558c,R4FA013     prgCXC1250654_CHINA_MT 2.0,,,,
Sony Ericsson,Z710c,R1JC002     prgCXC1250434_GENERIC_C 0.0,,,,
Sony Ericsson,Z750i,R1CA039     prg12012828_GENERIC_DA 01.06,,,,
Sony Ericsson,Z770i,R1FA030     prg12022338_GENERIC_BK 00.00,,,,
Sony Ericsson,F305,R1EA012 12079123_GENERIC_HS_YG,,,,
Sony,F5321,34.1.A.1.198_0_f200,,,,
Sony,F8331,39.0.A.1.250_0_b700,,,,
DJI,FC300C,Capture NX 2.4.7 W,,,,
Sony Ericsson,G705,R1FA035     prg1208-4726_GENERIC_KM 00.00,,,,
Sony,G8441,47.1.A.2.281_0_a600,,,,
Sony,H8416,52.0.A.3.27_0_0,,,,
Sony Ericsson,J105i,R1GA026     prg1224-1526_GENERIC_LV 00.00,,,,
Sony Ericsson,J20i,,,,,
Sony,J8110,55.0.A.2.278_0_0,,,,
Sony,J8210,55.0.A.7.100_0_0,,,,
Sony Ericsson,K310a,R4DA044     prgCXC1250466_GENERIC_D 3.7,,,,
Sony Ericsson,K310i,R4DA044     prgCXC1250466_GENERIC_D 3.7,,,,
Sony Ericsson,K510a,R4CH003     prgCXC1250231_GENERIC_C 4.8,,,,
